DEBUG: General     , 1654406348014> 10,822,933> LoggerManager.init                  > Initializing...
LOG  : General     , 1654406387429> 10,862,332> MOVABLES: Not all members have a valid face defined for group: (Streetname Sign) sheet = street_decoration_01
LOG  : General     , 1654406387445> 10,862,348> Loading Recorded Media:C:\Users\Administrator\Zomboid\Saves\Multiplayer\\servertest\recorded_media.bin
LOG  : General     , 1654406387632> 10,862,542> Saving Recorded Media:C:\Users\Administrator\Zomboid\Saves\Multiplayer\\servertest\recorded_media.bin
LOG  : General     , 1654406387788> 10,862,697> scriptmanager = zombie.radio.scripting.RadioScriptManager@3d3a1903, isNewGame = true
LOG  : General     , 1654406387788> 10,862,698> name = Automated Emergency Broadcast System, freq = 101400, cat = Emergency, uuid = EMRG-711984
LOG  : General     , 1654406387820> 10,862,727> WorldDictionary: Checking dictionary...
LOG  : General     , 1654406387851> 10,862,752> Loading WorldDictionary:C:\Users\Administrator\Zomboid\Saves\Multiplayer\\servertest\WorldDictionary.bin
LOG  : General     , 1654406388210> 10,863,111> IsoMetaGrid.Create: finished loading in 1.586 seconds
LOG  : General     , 1654406388226> 10,863,121> Calculate weather front strength = 0.58428437
LOG  : General     , 1654406388241> 10,863,140> Calculate weather front strength = 0.33271164
LOG  : General     , 1654406388241> 10,863,146> Calculate weather front strength = 0.89550596
LOG  : General     , 1654406388241> 10,863,149> Calculate weather front strength = 0.49356535
LOG  : General     , 1654406388257> 10,863,155> Calculate weather front strength = 0.7695984
LOG  : General     , 1654406388257> 10,863,157> Calculate weather front strength = 0.24952093
LOG  : General     , 1654406388257> 10,863,160> Calculate weather front strength = 0.014243782
LOG  : General     , 1654406388257> 10,863,165> Calculate weather front strength = 0.5994764
LOG  : Lua         , 1654406388288> 10,863,186> Loading: media/maps/Muldraugh, KY/objects.lua
LOG  : General     , 1654406389976> 10,864,880> Max #ZONES on one chunk is 19
LOG  : Network     , 1654406390257> 10,865,160> Initialising RakNet...
LOG  : General     , 1654406390257> 10,865,160> 1654406390257 znet: Java_zombie_core_raknet_RakNetPeerInterface_Init
LOG  : General     , 1654406390257> 10,865,161> 1654406390257 znet: g_peer = 0x57e7c630
LOG  : General     , 1654406390257> 10,865,161> 1654406390257 znet: Java_zombie_core_raknet_RakNetPeerInterface_SetMaximumIncomingConnections
LOG  : General     , 1654406390257> 10,865,162> 1654406390257 znet: Java_zombie_core_raknet_RakNetPeerInterface_SetServerPort
LOG  : General     , 1654406390523> 10,865,431> 1654406390523 znet: Java_zombie_core_raknet_RakNetPeerInterface_SetIncomingPassword
LOG  : General     , 1654406390538> 10,865,433> 1654406390538 znet: Java_zombie_core_raknet_RakNetPeerInterface_SetOccasionalPing
LOG  : General     , 1654406390538> 10,865,434> 1654406390538 znet: Java_zombie_core_raknet_RakNetPeerInterface_Startup
LOG  : General     , 1654406390538> 10,865,434> 1654406390538 znet: Zomboid Steam Server started, ports 8766 and 16261 must be open on the router
LOG  : General     , 1654406390554> 10,865,449> 1654406390554 znet: OnRakPeerStartup
LOG  : General     , 1654406390570> 10,865,464> 1654406390570 znet: RakNet-through-Steam mode activated
LOG  : Network     , 1654406390570> 10,865,465> RakNet.Startup() return code: 0 (0 means success)
LOG  : General     , 1654406390570> 10,865,467> 1654406390570 znet: Java_zombie_core_raknet_RakVoice_RVInitServer
LOG  : General     , 1654406390570> 10,865,468> 1654406390570 znet: g_peer = 0x57e7c630
LOG  : Network     , 1654406390570> 10,865,472> *** SERVER STARTED ****
LOG  : Network     , 1654406390570> 10,865,473> *** Steam is enabled
LOG  : Network     , 1654406390579> 10,865,474> server is listening on port 16261
LOG  : General     , 1654406390580> 10,865,475> LuaNet: Initializing...
LOG  : General     , 1654406390581> 10,865,476> LuaNet: Registering server listener...
LOG  : General     , 1654406390582> 10,865,477> LuaNet: Initialization [DONE], triggering events for 'LuaNet.onInitAdd'.
LOG  : Network     , 1654406390584> 10,865,479> DISCORD: token not configured
LOG  : Network     , 1654406390585> 10,865,480> *** DISCORD DISABLED ****
LOG  : General     , 1654406390586> 10,865,481> ##########
Server Steam ID 90159798046611463
##########
LOG  : Multiplayer , 1654406390622> 10,865,517> [MPStatistics] mem usage notification threshold=16,320,875,520
LOG  : General     , 1654406391720> 10,866,615> 1654406391720 znet: OnPolicyResponse
LOG  : General     , 1654406391721> 10,866,616> 1654406391721 znet: Zomboid Server is VAC Secure
